val_loss,val_dice_coef,loss,dice_coef,lr
1.0552385186447817,0.3758677016286289,0.9611279433188231,0.3929241871920185,0.0020000000949949026
1.0068632662296295,0.44412297799306755,0.8817840231501538,0.45657133343427075,0.0020000000949949026
0.9952796399593353,0.4558328574194628,0.8499583908613177,0.48490363100300665,0.0020000000949949026
1.0074078405604643,0.4503637052634183,0.8351576004339301,0.4937335840169934,0.0020000000949949026
0.8970539657508626,0.47382332296932445,0.8250384771305582,0.5025745690732762,0.0020000000949949026
0.8029100228758419,0.5147751105182311,0.8142796871454819,0.507632542995439,0.0020000000949949026
1.0662798373138203,0.4342308298629873,0.8017470836639404,0.5154528907243756,0.0020000000949949026
0.8948884992038503,0.48377563059329987,0.7952167685481085,0.5204584995905558,0.0020000000949949026
0.7600732743740082,0.5388708044500912,0.7746242029943328,0.5298604323812153,0.0004000000189989805
0.7569405769600588,0.5326827352537828,0.7684692550396574,0.5350651401972425,0.0004000000189989805
