val_loss,val_dice_coef,loss,dice_coef,lr
3.578583191422855,0.2773453720352229,1.2409539162248806,0.2908493416464847,0.0020000000949949026
1.0429858302368837,0.42925335729823394,0.9470015055891396,0.39647124642911163,0.0020000000949949026
0.9592489828081692,0.45535527257358327,0.8776390401349552,0.45648939324461896,0.0020000000949949026
1.0978526350329905,0.39243872113087597,0.8501771520013395,0.48391764988933783,0.0020000000949949026
0.8689610993160921,0.48468419208246116,0.8359758646591849,0.49094833044902136,0.0020000000949949026
0.9359022519167732,0.47978614007725434,0.8197914837063223,0.5054005850916323,0.0020000000949949026
0.9240789045305813,0.47413722732487845,0.8071548861006032,0.5111121340938236,0.0020000000949949026
0.7959930125404807,0.5189669088405722,0.7896249821220619,0.521598455482635,0.0004000000189989805
0.7629469422733083,0.526254802942276,0.7780148728170256,0.5282698826513429,0.0004000000189989805
0.755548861096887,0.5312779940226499,0.7728028353573619,0.5317171995622524,0.0004000000189989805
0.7652424731675316,0.532219459028805,0.7679297448932261,0.5342787277439366,0.0004000000189989805
0.7601756050306208,0.5359302522505031,0.7633961538473765,0.5382038190744926,0.0004000000189989805
0.7623216404634363,0.5381449329502442,0.7607746335907258,0.5400371564471204,0.0004000000189989805
0.7531124844270594,0.5435774519163019,0.7562965668629908,0.5443337453880172,0.0004000000189989805
0.7524288770030526,0.5435766945866978,0.754321447317151,0.5438148502422415,0.0004000000189989805
0.7587846272131976,0.5450436332646538,0.7491079823694368,0.5477420041958491,0.0004000000189989805
0.774670223979389,0.5314717389204923,0.7474890601807747,0.5490134371363599,0.0004000000189989805
0.7621590126963222,0.5449131359072292,0.7450199783712194,0.5506592317335848,0.0004000000189989805
0.7478920817375183,0.5469930101843441,0.7368154720119808,0.5554031157407208,8.000000525498763e-05
0.7419720239499036,0.5477519859285915,0.730385387721269,0.5589955153240673,8.000000525498763e-05
0.7419781772529378,0.5489164178862291,0.7284109756566476,0.5605122714802839,8.000000525498763e-05
0.7415748782017652,0.5480521619319916,0.7255979478359222,0.5616051042857377,8.000000525498763e-05
0.7396273507791407,0.5530112184145871,0.7259289350198663,0.5620791303074878,8.000000525498763e-05
0.7415929910014657,0.5511880823794533,0.7258073998534161,0.5620154509509819,8.000000525498763e-05
0.7421236160923453,0.5519893572610968,0.719196967024734,0.5666217644145524,8.000000525498763e-05
0.7410754999693703,0.5540378759889042,0.7195555991020756,0.5660241552885028,1.6000001778593287e-05
0.7408506975454443,0.5540233201840344,0.7187734323999156,0.5667993093746296,1.6000001778593287e-05
0.7410318711224724,0.5546616517445621,0.713582389164662,0.5694379547367925,1.6000001778593287e-05
0.7412176044548259,0.5541623865856844,0.7156462703925975,0.5687243152355802,1.6000001778593287e-05
0.7411528878352222,0.5548831347156974,0.7169078420037809,0.5675853754299275,1.6000001778593287e-05
